title,subtitle,description,discount,old_price,new_price,date,images,categorie
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
PARKSIDE®,"4 V 2-in-1 Akku-Gras- und Strauchschere »PGSA 4 B3«, mit 180° drehbarem Softgriff","{""Schnittlänge"": "": ca. 120 mm"", ""Schnittbreite"": "": ca. 80 mm""}",N/A,N/A,19.99,2025-04-11 20:45:21,"{""images"": [""https://www.lidl.de/assets/gcpab47933b9c034ac2a13e7a1f785f04fc.jpg"", ""https://www.lidl.de/assets/gcp7adc18e19e9e43dfa6f860eaf9d97c85.jpg"", ""https://www.lidl.de/assets/gcp2fa5afadd26b473ab591f8e00d70afd2.jpg"", ""https://www.lidl.de/assets/gcpab47933b9c034ac2a13e7a1f785f04fc.jpg"", ""https://www.lidl.de/assets/gcp7adc18e19e9e43dfa6f860eaf9d97c85.jpg"", ""https://www.lidl.de/assets/gcp2fa5afadd26b473ab591f8e00d70afd2.jpg"", ""https://www.lidl.de/assets/gcpab47933b9c034ac2a13e7a1f785f04fc.jpg"", ""https://www.lidl.de/assets/gcp7adc18e19e9e43dfa6f860eaf9d97c85.jpg"", ""https://www.lidl.de/assets/gcp2fa5afadd26b473ab591f8e00d70afd2.jpg""]}",garten & Balkon
LIVARNO home,"Geflecht-Set »Valencia«, 3-teilig - Klapptisch & 2 Hochlehner, braun","{""Set"": "": 1x Klapptisch & 2x Klappsessel"", ""Merkmal"": "": wetterfest & UV-beständig""}",-26%,N/A,139.00,2025-04-11 20:45:21,"{""images"": [""https://www.lidl.de/assets/gcp9a748078d2394d8b91efdb50830b5456.jpg"", ""https://www.lidl.de/assets/gcp56ea8573c11a47fc968ae77c1d7b0d4c.jpg"", ""https://www.lidl.de/assets/gcp422bc9dbed344e59b4871d7e49d303b8.jpg"", ""https://www.lidl.de/assets/gcp9a748078d2394d8b91efdb50830b5456.jpg"", ""https://www.lidl.de/assets/gcp56ea8573c11a47fc968ae77c1d7b0d4c.jpg"", ""https://www.lidl.de/assets/gcp422bc9dbed344e59b4871d7e49d303b8.jpg"", ""https://www.lidl.de/assets/gcp9a748078d2394d8b91efdb50830b5456.jpg"", ""https://www.lidl.de/assets/gcp56ea8573c11a47fc968ae77c1d7b0d4c.jpg"", ""https://www.lidl.de/assets/gcp422bc9dbed344e59b4871d7e49d303b8.jpg""]}",garten & Balkon
GO-DE Textil,"GO-DE Palettenkissen Set, 2-teilig, schmutz- und wasserabweisend, inklusive 2 Zierkissen",N/A,-35%,N/A,89.99,2025-04-11 20:45:21,"{""images"": [""https://www.lidl.de/assets/04c547071d58c09a7cb8b48212235b55.jpeg"", ""https://www.lidl.de/assets/7802c959cfcc1013e4d91b735dc8bfba.jpeg"", ""https://www.lidl.de/assets/9fe5291eb5704c98a8b514553c816160.jpeg"", ""https://www.lidl.de/assets/04c547071d58c09a7cb8b48212235b55.jpeg"", ""https://www.lidl.de/assets/7802c959cfcc1013e4d91b735dc8bfba.jpeg"", ""https://www.lidl.de/assets/9fe5291eb5704c98a8b514553c816160.jpeg"", ""https://www.lidl.de/assets/04c547071d58c09a7cb8b48212235b55.jpeg"", ""https://www.lidl.de/assets/7802c959cfcc1013e4d91b735dc8bfba.jpeg"", ""https://www.lidl.de/assets/9fe5291eb5704c98a8b514553c816160.jpeg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:45:21,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
PARKSIDE®,"Hochdruckreiniger »PHD 170 D2«, mit 10 m Anti-Twist-Hochdruckschlauch","{""Leistung"": "": 2400 W"", ""Druck"": "": 11,5 MPa (115 bar)"", ""Fördermenge"": "": max. 500 l/h""}",N/A,N/A,109.00,2025-04-11 20:56:20,"{""images"": [""https://www.lidl.de/assets/gcp6d291cdce2c040989c62c1aa7018cc51.jpg"", ""https://www.lidl.de/assets/gcp81bf7cce8cfe4cb09e00e2f9c4e8fd1e.jpg"", ""https://www.lidl.de/assets/gcp704c76c008eb46968e049ba2ba548e8f.jpg"", ""https://www.lidl.de/assets/gcp6d291cdce2c040989c62c1aa7018cc51.jpg"", ""https://www.lidl.de/assets/gcp81bf7cce8cfe4cb09e00e2f9c4e8fd1e.jpg"", ""https://www.lidl.de/assets/gcp704c76c008eb46968e049ba2ba548e8f.jpg"", ""https://www.lidl.de/assets/gcp6d291cdce2c040989c62c1aa7018cc51.jpg"", ""https://www.lidl.de/assets/gcp81bf7cce8cfe4cb09e00e2f9c4e8fd1e.jpg"", ""https://www.lidl.de/assets/gcp704c76c008eb46968e049ba2ba548e8f.jpg""]}",garten & Balkon
wip,"Insektenschutz-Schiebetür, Aluminium, Komplettbausatz B 120 x H 240 cm",N/A,-17%,N/A,119.00,2025-04-11 20:56:20,"{""images"": [""https://www.lidl.de/assets/7848be72adc86100f4628de63b6ad859.jpeg"", ""https://www.lidl.de/assets/2fa6d42996b0c762d4bb503c53a44c95.jpeg"", ""https://www.lidl.de/assets/c5effb8ec4d02e25545e317b5ba65fbe.jpeg"", ""https://www.lidl.de/assets/7848be72adc86100f4628de63b6ad859.jpeg"", ""https://www.lidl.de/assets/2fa6d42996b0c762d4bb503c53a44c95.jpeg"", ""https://www.lidl.de/assets/c5effb8ec4d02e25545e317b5ba65fbe.jpeg"", ""https://www.lidl.de/assets/7848be72adc86100f4628de63b6ad859.jpeg"", ""https://www.lidl.de/assets/2fa6d42996b0c762d4bb503c53a44c95.jpeg"", ""https://www.lidl.de/assets/c5effb8ec4d02e25545e317b5ba65fbe.jpeg""]}",garten & Balkon
LIVARNO home,"Outdoorteppich, 120 x 180 cm","{""Merkmal"": ""pflegeleicht"", ""Maße"": ""120 x 180 cm""}",N/A,N/A,22.99,2025-04-11 20:56:20,"{""images"": [""https://www.lidl.de/assets/gcp91bab4fa3dab421d958d4ec6ba53025d.jpeg"", ""https://www.lidl.de/assets/gcpaf78994c6c5c45a08aa0fed7d2035955.jpeg"", ""https://www.lidl.de/assets/gcpbcab994d2afa4bc7b514d8e67e73bff8.jpeg"", ""https://www.lidl.de/assets/gcp91bab4fa3dab421d958d4ec6ba53025d.jpeg"", ""https://www.lidl.de/assets/gcpaf78994c6c5c45a08aa0fed7d2035955.jpeg"", ""https://www.lidl.de/assets/gcpbcab994d2afa4bc7b514d8e67e73bff8.jpeg"", ""https://www.lidl.de/assets/gcp91bab4fa3dab421d958d4ec6ba53025d.jpeg"", ""https://www.lidl.de/assets/gcpaf78994c6c5c45a08aa0fed7d2035955.jpeg"", ""https://www.lidl.de/assets/gcpbcab994d2afa4bc7b514d8e67e73bff8.jpeg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:20,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:21,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:56:21,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
Prosperplast,"Prosperplast Doppel-Komposter »Module Compogreen«, 800 L, mit Entnahmeklappe","{""Volumen"": ""800 Liter"", ""Material"": ""Kunststoff"", ""Maße"": ""B 135 x H 83 x T 72 cm""}",-18%,N/A,57.04,2025-04-11 21:04:36,"{""images"": [""https://www.lidl.de/assets/2c0ac1001490b179d3aacdb6409174f2.jpeg"", ""https://www.lidl.de/assets/ad79c30693d3910857493959ba52e66a.jpeg"", ""https://www.lidl.de/assets/31c245307f18b7fef5a9ee96e4989291.jpeg"", ""https://www.lidl.de/assets/2c0ac1001490b179d3aacdb6409174f2.jpeg"", ""https://www.lidl.de/assets/ad79c30693d3910857493959ba52e66a.jpeg"", ""https://www.lidl.de/assets/31c245307f18b7fef5a9ee96e4989291.jpeg"", ""https://www.lidl.de/assets/2c0ac1001490b179d3aacdb6409174f2.jpeg"", ""https://www.lidl.de/assets/ad79c30693d3910857493959ba52e66a.jpeg"", ""https://www.lidl.de/assets/31c245307f18b7fef5a9ee96e4989291.jpeg""]}",garten & Balkon
LIVARNO home,"Schutzhülle für Gartentische, mit praktischem Stopper","{""Merkmal"": "": reißfest, witterungs- und UV-beständig"", ""Material"": ""Aluminium, Kunststoff""}",N/A,N/A,9.99,2025-04-11 21:04:36,"{""images"": [""https://www.lidl.de/assets/gcpa4f0c0f2c94e453bbb01ee0d980bff1d.jpg"", ""https://www.lidl.de/assets/gcp8c5741e67bad4028931590056caa65c9.jpg"", ""https://www.lidl.de/assets/gcpf127ecc4e7c34bfaa0fbd8ea1c062b0d.jpg"", ""https://www.lidl.de/assets/gcpa4f0c0f2c94e453bbb01ee0d980bff1d.jpg"", ""https://www.lidl.de/assets/gcp8c5741e67bad4028931590056caa65c9.jpg"", ""https://www.lidl.de/assets/gcpf127ecc4e7c34bfaa0fbd8ea1c062b0d.jpg"", ""https://www.lidl.de/assets/gcpa4f0c0f2c94e453bbb01ee0d980bff1d.jpg"", ""https://www.lidl.de/assets/gcp8c5741e67bad4028931590056caa65c9.jpg"", ""https://www.lidl.de/assets/gcpf127ecc4e7c34bfaa0fbd8ea1c062b0d.jpg""]}",garten & Balkon
PARKSIDE®,"Pflanzsack-Set, 2 Stück, aus Filz","{""Material"": ""Vlies (Kunststoff)"", ""Pflanzvolumen"": ""36 l / 42 l / 57 l / 4 x 1 l""}",N/A,N/A,6.99,2025-04-11 21:04:36,"{""images"": [""https://www.lidl.de/assets/gcp0565310c12774e56b6dc1520686b0f6a.jpg"", ""https://www.lidl.de/assets/gcpedd36c5a7903447199dd9cee7a88f273.jpg"", ""https://www.lidl.de/assets/gcp938ae03396734c39a08cfd6a54f74918.jpg"", ""https://www.lidl.de/assets/gcp0565310c12774e56b6dc1520686b0f6a.jpg"", ""https://www.lidl.de/assets/gcpedd36c5a7903447199dd9cee7a88f273.jpg"", ""https://www.lidl.de/assets/gcp938ae03396734c39a08cfd6a54f74918.jpg"", ""https://www.lidl.de/assets/gcp0565310c12774e56b6dc1520686b0f6a.jpg"", ""https://www.lidl.de/assets/gcpedd36c5a7903447199dd9cee7a88f273.jpg"", ""https://www.lidl.de/assets/gcp938ae03396734c39a08cfd6a54f74918.jpg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:04:36,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
LIVARNO home,"LED-Außenstrahler, mit Bewegungsmelder",N/A,N/A,N/A,17.99,2025-04-11 21:14:33,"{""images"": [""https://www.lidl.de/assets/gcpc2ce393c141441ea9d5492478be1748d.jpg"", ""https://www.lidl.de/assets/gcpa6476edfb3274c17b6edac3aad4c4bcf.jpg"", ""https://www.lidl.de/assets/gcp9fcd00bac81046bbb6f553a9befb8294.jpg"", ""https://www.lidl.de/assets/gcpc2ce393c141441ea9d5492478be1748d.jpg"", ""https://www.lidl.de/assets/gcpa6476edfb3274c17b6edac3aad4c4bcf.jpg"", ""https://www.lidl.de/assets/gcp9fcd00bac81046bbb6f553a9befb8294.jpg"", ""https://www.lidl.de/assets/gcpc2ce393c141441ea9d5492478be1748d.jpg"", ""https://www.lidl.de/assets/gcpa6476edfb3274c17b6edac3aad4c4bcf.jpg"", ""https://www.lidl.de/assets/gcp9fcd00bac81046bbb6f553a9befb8294.jpg""]}",garten & Balkon
