title,subtitle,description,discount,old_price,new_price,date,images,categorie
dobar,"WPC Hochbeet »Square«, 91 x 50 x 81 cm, braun","{""Material"": "": WPC"", ""Pflanzvolumen"": "": 100 Liter"", ""Maße"": "": 91 x 50 x 81 cm""}",Billiger,N/A,141.01,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpb9b68d5c7fb8402788318e4394f64282.jpg"", ""https://www.lidl.de/assets/gcp56e7214418664b548f4e288b74ebb015.jpg"", ""https://www.lidl.de/assets/gcp214eb540b5de434c856adefaefeb6e90.jpg"", ""https://www.lidl.de/assets/gcpb9b68d5c7fb8402788318e4394f64282.jpg"", ""https://www.lidl.de/assets/gcp56e7214418664b548f4e288b74ebb015.jpg"", ""https://www.lidl.de/assets/gcp214eb540b5de434c856adefaefeb6e90.jpg"", ""https://www.lidl.de/assets/gcpb9b68d5c7fb8402788318e4394f64282.jpg"", ""https://www.lidl.de/assets/gcp56e7214418664b548f4e288b74ebb015.jpg"", ""https://www.lidl.de/assets/gcp214eb540b5de434c856adefaefeb6e90.jpg""]}",garten & Balkon
dobar,"Hochbeet Pflanzkasten, Größe L, aus Holz, mit Pflanzvlies","{""Material"": ""FSC®-zertifiziertes Douglasienholz"", ""Fassungsvermögen"": ""415 l"", ""Maße"": ""ca. L 150 x B 60 x H 65 cm""}",-17%,N/A,185.70,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpe10e899fc5624989b05855dcf568245c.jpeg"", ""https://www.lidl.de/assets/gcp023e54c2dc164c20b8763f5ccbd0161d.jpeg"", ""https://www.lidl.de/assets/gcp6ba6a588256c4e3388d4a1ecef564278.jpeg"", ""https://www.lidl.de/assets/gcpe10e899fc5624989b05855dcf568245c.jpeg"", ""https://www.lidl.de/assets/gcp023e54c2dc164c20b8763f5ccbd0161d.jpeg"", ""https://www.lidl.de/assets/gcp6ba6a588256c4e3388d4a1ecef564278.jpeg"", ""https://www.lidl.de/assets/gcpe10e899fc5624989b05855dcf568245c.jpeg"", ""https://www.lidl.de/assets/gcp023e54c2dc164c20b8763f5ccbd0161d.jpeg"", ""https://www.lidl.de/assets/gcp6ba6a588256c4e3388d4a1ecef564278.jpeg""]}",garten & Balkon
LIVARNO home,"Gartenbank »SEVILLA«, aus ölgebeiztem Akazienholz","{""Max. Belastung"": "": 250 kg"", ""Merkmal"": "": mit ausklappbarem Tisch"", ""Maße"": "": ca. L 150 x B 61 x H 91 cm""}",N/A,N/A,149.00,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpd0c9949ddcb340f48af2a05efc5945ff.jpg"", ""https://www.lidl.de/assets/gcp14d7f07f3e804711ad362df8a1def2a5.jpg"", ""https://www.lidl.de/assets/gcpfd313de9a36441a1840afde8d7833404.jpg"", ""https://www.lidl.de/assets/gcpd0c9949ddcb340f48af2a05efc5945ff.jpg"", ""https://www.lidl.de/assets/gcp14d7f07f3e804711ad362df8a1def2a5.jpg"", ""https://www.lidl.de/assets/gcpfd313de9a36441a1840afde8d7833404.jpg"", ""https://www.lidl.de/assets/gcpd0c9949ddcb340f48af2a05efc5945ff.jpg"", ""https://www.lidl.de/assets/gcp14d7f07f3e804711ad362df8a1def2a5.jpg"", ""https://www.lidl.de/assets/gcpfd313de9a36441a1840afde8d7833404.jpg""]}",garten & Balkon
PARKSIDE®,"Gewächshaus, mit Belüftungsfenster","{""Material"": "": Kunststoff, Stahl"", ""Maße"": "": ca. 140 x 200 x 140 cm""}",N/A,N/A,54.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcp810736afbcc84ad4bd88e79f03c57b87.jpg"", ""https://www.lidl.de/assets/gcp87d1e7608f0c4f19bba06a141b270f49.jpg"", ""https://www.lidl.de/assets/gcpdf59c0bbbc9c45b4abe87e00d5afe7c0.jpg"", ""https://www.lidl.de/assets/gcp810736afbcc84ad4bd88e79f03c57b87.jpg"", ""https://www.lidl.de/assets/gcp87d1e7608f0c4f19bba06a141b270f49.jpg"", ""https://www.lidl.de/assets/gcpdf59c0bbbc9c45b4abe87e00d5afe7c0.jpg"", ""https://www.lidl.de/assets/gcp810736afbcc84ad4bd88e79f03c57b87.jpg"", ""https://www.lidl.de/assets/gcp87d1e7608f0c4f19bba06a141b270f49.jpg"", ""https://www.lidl.de/assets/gcpdf59c0bbbc9c45b4abe87e00d5afe7c0.jpg""]}",garten & Balkon
Vitavia,Vitavia Gartengewächshaus Zeus,"{""Material"": ""Aluminium"", ""Maße"": ""6,2 / 8,1 / 10,0 / 11,9 / 13,8 / 15,7 m"", ""Farben"": ""aluminium oder schwarz""}",-16%,N/A,2159.05,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/5ee2e74f5034b7c643942ac83aab7c8d.jpeg"", ""https://www.lidl.de/assets/8dd0bc938684808de5d1da55119f7b56.jpeg"", ""https://www.lidl.de/assets/075c85f8a1f7438ca8ba8aac42c02684.jpeg"", ""https://www.lidl.de/assets/5ee2e74f5034b7c643942ac83aab7c8d.jpeg"", ""https://www.lidl.de/assets/8dd0bc938684808de5d1da55119f7b56.jpeg"", ""https://www.lidl.de/assets/075c85f8a1f7438ca8ba8aac42c02684.jpeg"", ""https://www.lidl.de/assets/5ee2e74f5034b7c643942ac83aab7c8d.jpeg"", ""https://www.lidl.de/assets/8dd0bc938684808de5d1da55119f7b56.jpeg"", ""https://www.lidl.de/assets/075c85f8a1f7438ca8ba8aac42c02684.jpeg""]}",garten & Balkon
Vitavia,Vitavia Hochbeet-Erweiterung »Stretched« für Hochbeet 858,"{""Material"": ""Stahlblech"", ""Maße"": ""ca. B 80 x H 86 cm"", ""Farben"": ""Aluminium, dunkelgrau, ziegelrot, schwarz"", ""Set"": ""2 Stück""}",N/A,N/A,99.90,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/960e4418a655c80dafa3296cdb38235c.jpeg"", ""https://www.lidl.de/assets/1e2f69462a89ac1e515eea2b3709b9dd.jpeg"", ""https://www.lidl.de/assets/53f1ab0477331a9fcef2c07a53282b68.jpeg"", ""https://www.lidl.de/assets/960e4418a655c80dafa3296cdb38235c.jpeg"", ""https://www.lidl.de/assets/1e2f69462a89ac1e515eea2b3709b9dd.jpeg"", ""https://www.lidl.de/assets/53f1ab0477331a9fcef2c07a53282b68.jpeg"", ""https://www.lidl.de/assets/960e4418a655c80dafa3296cdb38235c.jpeg"", ""https://www.lidl.de/assets/1e2f69462a89ac1e515eea2b3709b9dd.jpeg"", ""https://www.lidl.de/assets/53f1ab0477331a9fcef2c07a53282b68.jpeg""]}",garten & Balkon
Karibu,"Karibu Gartenhaus »Trundholm 2«, Flachdach, inklusive Schleppdach und Doppelflügeltür",N/A,N/A,N/A,1899.00,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcp90545497cbc94e089ddae6f7e1ee5dd4.jpeg""]}",garten & Balkon
Veg Trug,"Kräutergarten »Klassik«, aus Holz, L 78 x B 58 x H 80 cm","{""Material"": ""FSC zertifiziertes Holz"", ""Maße"": ""ca. L 78 x B 58 x H 80 cm"", ""Farben"": ""grey washed oder natur""}",-15%,N/A,143.08,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcp6cee70e80cdb422480899e8fcb24e9f0.jpeg""]}",garten & Balkon
Outsunny,"Gartengarnitur, 3-teilig, mit pflegeleichter Oberfläche, schwarz","{""Farbe"": ""schwarz"", ""Set"": ""1x Tisch, 2x Sitzbänke"", ""Merkmale"": ""stabil und rostfrei""}",-40%,N/A,114.05,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcp5bcd9314051a4396a3d6e57e3e34fed9.jpeg"", ""https://www.lidl.de/assets/gcp183c88003f5841afb854c8ea90e96092.jpeg"", ""https://www.lidl.de/assets/gcp6468eba951a5487ba7831c33a3a67447.jpeg"", ""https://www.lidl.de/assets/gcp5bcd9314051a4396a3d6e57e3e34fed9.jpeg"", ""https://www.lidl.de/assets/gcp183c88003f5841afb854c8ea90e96092.jpeg"", ""https://www.lidl.de/assets/gcp6468eba951a5487ba7831c33a3a67447.jpeg"", ""https://www.lidl.de/assets/gcp5bcd9314051a4396a3d6e57e3e34fed9.jpeg"", ""https://www.lidl.de/assets/gcp183c88003f5841afb854c8ea90e96092.jpeg"", ""https://www.lidl.de/assets/gcp6468eba951a5487ba7831c33a3a67447.jpeg""]}",garten & Balkon
PARKSIDE®,"Rasenkante, biegsames und zuschneidbar","{""Material"": "": PVC"", ""Maße"": "": ca. L 9 x H 0,2 m""}",N/A,N/A,6.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcp581db50751b247da99d579ab7968601f.jpg"", ""https://www.lidl.de/assets/gcp0b2f1cb612e54be1813256f5a58cc7ac.jpg"", ""https://www.lidl.de/assets/gcp6b208085d8b54e9e93e99990f0e419a8.jpg"", ""https://www.lidl.de/assets/gcp581db50751b247da99d579ab7968601f.jpg"", ""https://www.lidl.de/assets/gcp0b2f1cb612e54be1813256f5a58cc7ac.jpg"", ""https://www.lidl.de/assets/gcp6b208085d8b54e9e93e99990f0e419a8.jpg"", ""https://www.lidl.de/assets/gcp581db50751b247da99d579ab7968601f.jpg"", ""https://www.lidl.de/assets/gcp0b2f1cb612e54be1813256f5a58cc7ac.jpg"", ""https://www.lidl.de/assets/gcp6b208085d8b54e9e93e99990f0e419a8.jpg""]}",garten & Balkon
dobar,"Hochbeet »Urban«, mit Ablagefläche, aus Holz",N/A,-32%,N/A,67.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcp329ee22441bc4531b8f6845d392a0fef.jpeg""]}",garten & Balkon
dobar,"Tischbeet für Kräuter, 24 x 14 x 24 cm, aus Holz","{""Material"": "": Holz"", ""Pflanzvolumen"": "": 2 Liter"", ""Maße"": "": 24 x 14 x 24 cm""}",Billiger,N/A,13.55,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcp0d89c05d5ef14b76b9bca81629b21a0c.jpg"", ""https://www.lidl.de/assets/gcpd56f9fb389344f338333163944a4ce91.jpg"", ""https://www.lidl.de/assets/gcp72ad7bc463094e3ab3ea50817b3cb96d.jpg"", ""https://www.lidl.de/assets/gcp0d89c05d5ef14b76b9bca81629b21a0c.jpg"", ""https://www.lidl.de/assets/gcpd56f9fb389344f338333163944a4ce91.jpg"", ""https://www.lidl.de/assets/gcp72ad7bc463094e3ab3ea50817b3cb96d.jpg"", ""https://www.lidl.de/assets/gcp0d89c05d5ef14b76b9bca81629b21a0c.jpg"", ""https://www.lidl.de/assets/gcpd56f9fb389344f338333163944a4ce91.jpg"", ""https://www.lidl.de/assets/gcp72ad7bc463094e3ab3ea50817b3cb96d.jpg""]}",garten & Balkon
PARKSIDE®,"Modulares Hochbeet, L 75,6 x B 75,6 x H 25 cm","{""Material"": "": Kunststoff"", ""Pflanzvolumen"": "": 143 l"", ""Maße"": "": L 75,6 x B 75,6 x H 25 cm""}",N/A,N/A,19.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpdf6de4d6a28d48c0a6d4e2667dfc9825.jpg"", ""https://www.lidl.de/assets/gcp97b7a042eab14ef9912d4b3998ece5f9.jpg"", ""https://www.lidl.de/assets/gcp7ac8298f305f465597e66cfe19e79b85.jpg"", ""https://www.lidl.de/assets/gcpdf6de4d6a28d48c0a6d4e2667dfc9825.jpg"", ""https://www.lidl.de/assets/gcp97b7a042eab14ef9912d4b3998ece5f9.jpg"", ""https://www.lidl.de/assets/gcp7ac8298f305f465597e66cfe19e79b85.jpg"", ""https://www.lidl.de/assets/gcpdf6de4d6a28d48c0a6d4e2667dfc9825.jpg"", ""https://www.lidl.de/assets/gcp97b7a042eab14ef9912d4b3998ece5f9.jpg"", ""https://www.lidl.de/assets/gcp7ac8298f305f465597e66cfe19e79b85.jpg""]}",garten & Balkon
HABAU,"Hochbeet »Trio«, aus Lärchenholz, L 110 x B 74 x H 89 cm","{""Material"": ""Lärchenholz"", ""Maße"": ""L 110 x B 74 x H 89 cm""}",-15%,N/A,169.00,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpb4fa9bc03a2a4270b995ff8415b7e568.jpeg"", ""https://www.lidl.de/assets/gcp77760b7812e1496f8ab8ff2d00ab3141.jpeg"", ""https://www.lidl.de/assets/gcpcccbf7940b444d95be594224841e0511.jpeg"", ""https://www.lidl.de/assets/gcpb4fa9bc03a2a4270b995ff8415b7e568.jpeg"", ""https://www.lidl.de/assets/gcp77760b7812e1496f8ab8ff2d00ab3141.jpeg"", ""https://www.lidl.de/assets/gcpcccbf7940b444d95be594224841e0511.jpeg"", ""https://www.lidl.de/assets/gcpb4fa9bc03a2a4270b995ff8415b7e568.jpeg"", ""https://www.lidl.de/assets/gcp77760b7812e1496f8ab8ff2d00ab3141.jpeg"", ""https://www.lidl.de/assets/gcpcccbf7940b444d95be594224841e0511.jpeg""]}",garten & Balkon
WEKA,"Gartenhaus »Falko«, aus Fichtenholz, 300 x 295 x 249 cm","{""Wandstärke"": ""ca. 28 mm"", ""Material"": ""Fichtenholz"", ""Maße"": ""ca. B 300 x T 295 x H 249 cm""}",-18%,N/A,2199.00,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcp2792d6f7246f45cba7ee73c9028acae1.jpeg"", ""https://www.lidl.de/assets/gcpadc7a32eec494eb697dc118bd0830d7d.jpeg"", ""https://www.lidl.de/assets/gcp40aa69a1e2cc468893cd2e7620163df4.jpeg"", ""https://www.lidl.de/assets/gcp2792d6f7246f45cba7ee73c9028acae1.jpeg"", ""https://www.lidl.de/assets/gcpadc7a32eec494eb697dc118bd0830d7d.jpeg"", ""https://www.lidl.de/assets/gcp40aa69a1e2cc468893cd2e7620163df4.jpeg"", ""https://www.lidl.de/assets/gcp2792d6f7246f45cba7ee73c9028acae1.jpeg"", ""https://www.lidl.de/assets/gcpadc7a32eec494eb697dc118bd0830d7d.jpeg"", ""https://www.lidl.de/assets/gcp40aa69a1e2cc468893cd2e7620163df4.jpeg""]}",garten & Balkon
dobar,"WPC Hochbeet, langlebig und pflegeleicht","{""Material"": ""WPC, Aluminium""}",N/A,N/A,114.35,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpd1c457a7d80c42dcb2d3a055e40b05ad.jpeg"", ""https://www.lidl.de/assets/gcp23378dfeb62e45af934d409edfc3547d.jpeg"", ""https://www.lidl.de/assets/gcp4b0d49dbaa09425786bf09df86e0b250.jpeg"", ""https://www.lidl.de/assets/gcpd1c457a7d80c42dcb2d3a055e40b05ad.jpeg"", ""https://www.lidl.de/assets/gcp23378dfeb62e45af934d409edfc3547d.jpeg"", ""https://www.lidl.de/assets/gcp4b0d49dbaa09425786bf09df86e0b250.jpeg"", ""https://www.lidl.de/assets/gcpd1c457a7d80c42dcb2d3a055e40b05ad.jpeg"", ""https://www.lidl.de/assets/gcp23378dfeb62e45af934d409edfc3547d.jpeg"", ""https://www.lidl.de/assets/gcp4b0d49dbaa09425786bf09df86e0b250.jpeg""]}",garten & Balkon
PARKSIDE®,"Holz-Scherenspalier, vorbehandelt mit umweltfreundlicher Lasur (natur)",N/A,N/A,N/A,5.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpeedf34e3e796461dad545281e41753e7.jpg"", ""https://www.lidl.de/assets/gcpa0732ba24bba4acd9a3ca947d1c088f8.jpg"", ""https://www.lidl.de/assets/gcp26f4b75cb73a48eaabbc335c1a08ea43.jpg"", ""https://www.lidl.de/assets/gcpeedf34e3e796461dad545281e41753e7.jpg"", ""https://www.lidl.de/assets/gcpa0732ba24bba4acd9a3ca947d1c088f8.jpg"", ""https://www.lidl.de/assets/gcp26f4b75cb73a48eaabbc335c1a08ea43.jpg"", ""https://www.lidl.de/assets/gcpeedf34e3e796461dad545281e41753e7.jpg"", ""https://www.lidl.de/assets/gcpa0732ba24bba4acd9a3ca947d1c088f8.jpg"", ""https://www.lidl.de/assets/gcp26f4b75cb73a48eaabbc335c1a08ea43.jpg""]}",garten & Balkon
Promadino,"Promadino Balkonpflanzkasten mit Spalier, Kiefernholz, natur, honigbraun oder anthrazit (Anthrazit)",N/A,-17%,N/A,75.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/5db7502cc483613621a7cd8fc3f51d3f.jpeg"", ""https://www.lidl.de/assets/7f0fe6033194fe527c33a56323516d69.jpeg"", ""https://www.lidl.de/assets/5db7502cc483613621a7cd8fc3f51d3f.jpeg"", ""https://www.lidl.de/assets/7f0fe6033194fe527c33a56323516d69.jpeg"", ""https://www.lidl.de/assets/5db7502cc483613621a7cd8fc3f51d3f.jpeg"", ""https://www.lidl.de/assets/7f0fe6033194fe527c33a56323516d69.jpeg""]}",garten & Balkon
LIVARNO home,"Deko-Solarleuchte, für Garten, Terrasse oder Balkon","{""Leuchtdauer"": ""ca. 8 Stunden"", ""Merkmal"": ""manuell ausschaltbar""}",N/A,N/A,12.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpa6ab2c056ac24618aba9fdf20feaa3f2.jpg"", ""https://www.lidl.de/assets/gcp00625fe36d3740208953135eef206de4.jpg"", ""https://www.lidl.de/assets/gcp223d97e28ac044b7bdb031da360b144c.jpg"", ""https://www.lidl.de/assets/gcpa6ab2c056ac24618aba9fdf20feaa3f2.jpg"", ""https://www.lidl.de/assets/gcp00625fe36d3740208953135eef206de4.jpg"", ""https://www.lidl.de/assets/gcp223d97e28ac044b7bdb031da360b144c.jpg"", ""https://www.lidl.de/assets/gcpa6ab2c056ac24618aba9fdf20feaa3f2.jpg"", ""https://www.lidl.de/assets/gcp00625fe36d3740208953135eef206de4.jpg"", ""https://www.lidl.de/assets/gcp223d97e28ac044b7bdb031da360b144c.jpg""]}",garten & Balkon
LIVARNO home,"Deko-Solarleuchte, für Garten, Terrasse oder Balkon","{""Leuchtdauer"": ""ca. 8 Stunden"", ""Merkmal"": ""manuell ausschaltbar""}",N/A,N/A,12.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpa6ab2c056ac24618aba9fdf20feaa3f2.jpg"", ""https://www.lidl.de/assets/gcp00625fe36d3740208953135eef206de4.jpg"", ""https://www.lidl.de/assets/gcp223d97e28ac044b7bdb031da360b144c.jpg"", ""https://www.lidl.de/assets/gcpa6ab2c056ac24618aba9fdf20feaa3f2.jpg"", ""https://www.lidl.de/assets/gcp00625fe36d3740208953135eef206de4.jpg"", ""https://www.lidl.de/assets/gcp223d97e28ac044b7bdb031da360b144c.jpg"", ""https://www.lidl.de/assets/gcpa6ab2c056ac24618aba9fdf20feaa3f2.jpg"", ""https://www.lidl.de/assets/gcp00625fe36d3740208953135eef206de4.jpg"", ""https://www.lidl.de/assets/gcp223d97e28ac044b7bdb031da360b144c.jpg""]}",garten & Balkon
LIVARNO home,"Garten- und Allzwecktruhe, 350 l","{""Merkmal"": ""mit 2 Rollen"", ""Volumen"": ""ca. 350 l"", ""Maße"": ""ca. B 119 x H 58,5 x T 52 cm""}",N/A,N/A,59.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcp5b5f111dc41a4c03ab1535f10bb97b95.jpg"", ""https://www.lidl.de/assets/gcp2a742e8054044b9f8a2cde0a083a7a8f.jpg"", ""https://www.lidl.de/assets/gcp756639a76d654e84bfdc8e14bcd795c1.jpg"", ""https://www.lidl.de/assets/gcp5b5f111dc41a4c03ab1535f10bb97b95.jpg"", ""https://www.lidl.de/assets/gcp2a742e8054044b9f8a2cde0a083a7a8f.jpg"", ""https://www.lidl.de/assets/gcp756639a76d654e84bfdc8e14bcd795c1.jpg"", ""https://www.lidl.de/assets/gcp5b5f111dc41a4c03ab1535f10bb97b95.jpg"", ""https://www.lidl.de/assets/gcp2a742e8054044b9f8a2cde0a083a7a8f.jpg"", ""https://www.lidl.de/assets/gcp756639a76d654e84bfdc8e14bcd795c1.jpg""]}",garten & Balkon
LIVARNO home,"LED-Solar-Leuchten, für Garten, Terrasse oder Balkon","{""Typ"": ""Erdspießleuchte / Tischleuchte"", ""Lichtfarbe"": ""warmweiß""}",N/A,N/A,12.99,2025-04-11 20:27:03,"{""images"": [""https://www.lidl.de/assets/gcpd8a6fb4b400644919b83490fed08375e.jpg"", ""https://www.lidl.de/assets/gcpe77b3f8a684343cd8351eeb53f1e6307.jpg"", ""https://www.lidl.de/assets/gcp5c5e520c5b4c4294b3fe5b2b4061ff8d.jpg"", ""https://www.lidl.de/assets/gcpd8a6fb4b400644919b83490fed08375e.jpg"", ""https://www.lidl.de/assets/gcpe77b3f8a684343cd8351eeb53f1e6307.jpg"", ""https://www.lidl.de/assets/gcp5c5e520c5b4c4294b3fe5b2b4061ff8d.jpg"", ""https://www.lidl.de/assets/gcpd8a6fb4b400644919b83490fed08375e.jpg"", ""https://www.lidl.de/assets/gcpe77b3f8a684343cd8351eeb53f1e6307.jpg"", ""https://www.lidl.de/assets/gcp5c5e520c5b4c4294b3fe5b2b4061ff8d.jpg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:27:03,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
LIVARNO home,"LED-Solarstrahler, mit Bewegungsmelder","{""Lichtfarbe"": "": kaltweiß"", ""Lichtstrom"": "": 150 lm""}",N/A,N/A,12.99,2025-04-11 20:28:50,"{""images"": [""https://www.lidl.de/assets/gcp252c56844f624d0fb51bcc1c2a741453.jpg"", ""https://www.lidl.de/assets/gcpf62c2b01195e4fa6b7f5bc0c5967917f.jpg"", ""https://www.lidl.de/assets/gcp0b42d9ae7587412a810c69d71610677b.jpg"", ""https://www.lidl.de/assets/gcp252c56844f624d0fb51bcc1c2a741453.jpg"", ""https://www.lidl.de/assets/gcpf62c2b01195e4fa6b7f5bc0c5967917f.jpg"", ""https://www.lidl.de/assets/gcp0b42d9ae7587412a810c69d71610677b.jpg"", ""https://www.lidl.de/assets/gcp252c56844f624d0fb51bcc1c2a741453.jpg"", ""https://www.lidl.de/assets/gcpf62c2b01195e4fa6b7f5bc0c5967917f.jpg"", ""https://www.lidl.de/assets/gcp0b42d9ae7587412a810c69d71610677b.jpg""]}",garten & Balkon
